"Program","Year","Geo.Level","State","County","Region","Crop","Measurement","Type","Value"
"CENSUS",2022,"COUNTY","MISSISSIPPI","QUITMAN",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSISSIPPI","QUITMAN",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSISSIPPI","TALLAHATCHIE",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSISSIPPI","TALLAHATCHIE",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSISSIPPI","TALLAHATCHIE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSISSIPPI","TALLAHATCHIE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","BENTON",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","BENTON",NA,"STRAWBERRIES","ACRES GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","BENTON",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","BENTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,6
"CENSUS",2022,"COUNTY","MISSOURI","BENTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,8
"CENSUS",2022,"COUNTY","MISSOURI","BENTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","BOONE",NA,"STRAWBERRIES","ACRES BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","BOONE",NA,"STRAWBERRIES","ACRES GROWN",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","BOONE",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","BOONE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,9
"CENSUS",2022,"COUNTY","MISSOURI","BOONE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,11
"CENSUS",2022,"COUNTY","MISSOURI","BOONE",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,8
"CENSUS",2022,"COUNTY","MISSOURI","CALLAWAY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CALLAWAY",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CALLAWAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","CALLAWAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","COLE",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","COLE",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","COLE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","COLE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","DALLAS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DALLAS",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DALLAS",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DALLAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","DALLAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,6
"CENSUS",2022,"COUNTY","MISSOURI","DALLAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","HICKORY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","HICKORY",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","HICKORY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","HICKORY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","LACLEDE",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LACLEDE",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LACLEDE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","LACLEDE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","MARIES",NA,"STRAWBERRIES","ACRES BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MARIES",NA,"STRAWBERRIES","ACRES GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MARIES",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,7
"CENSUS",2022,"COUNTY","MISSOURI","MARIES",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,7
"CENSUS",2022,"COUNTY","MISSOURI","MONITEAU",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MONITEAU",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MONITEAU",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","MONITEAU",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","PHELPS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","PHELPS",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","PHELPS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","PHELPS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","POLK",NA,"STRAWBERRIES","ACRES BEARING",NA,8
"CENSUS",2022,"COUNTY","MISSOURI","POLK",NA,"STRAWBERRIES","ACRES GROWN",NA,8
"CENSUS",2022,"COUNTY","MISSOURI","POLK",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","POLK",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","CRAWFORD",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CRAWFORD",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CRAWFORD",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","CRAWFORD",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","FRANKLIN",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","FRANKLIN",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","FRANKLIN",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","FRANKLIN",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","GASCONADE",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","GASCONADE",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","GASCONADE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","GASCONADE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","JEFFERSON",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","JEFFERSON",NA,"STRAWBERRIES","ACRES GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","JEFFERSON",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","JEFFERSON",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,11
"CENSUS",2022,"COUNTY","MISSOURI","JEFFERSON",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,11
"CENSUS",2022,"COUNTY","MISSOURI","JEFFERSON",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","LINCOLN",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LINCOLN",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LINCOLN",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","LINCOLN",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","MONTGOMERY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MONTGOMERY",NA,"STRAWBERRIES","ACRES GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","MONTGOMERY",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MONTGOMERY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","MONTGOMERY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","MONTGOMERY",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","ST FRANCOIS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","ST FRANCOIS",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","ST FRANCOIS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","ST FRANCOIS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","ST LOUIS",NA,"STRAWBERRIES","ACRES BEARING",NA,10
"CENSUS",2022,"COUNTY","MISSOURI","ST LOUIS",NA,"STRAWBERRIES","ACRES GROWN",NA,10
"CENSUS",2022,"COUNTY","MISSOURI","ST LOUIS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","ST LOUIS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","ADAIR",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","ADAIR",NA,"STRAWBERRIES","ACRES GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","ADAIR",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","ADAIR",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","ADAIR",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","ADAIR",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","LINN",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LINN",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LINN",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","LINN",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MERCER",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MERCER",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MERCER",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MERCER",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","RANDOLPH",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","RANDOLPH",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","RANDOLPH",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","RANDOLPH",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","SCHUYLER",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","SCHUYLER",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","SCHUYLER",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","SCHUYLER",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","AUDRAIN",NA,"STRAWBERRIES","ACRES BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","AUDRAIN",NA,"STRAWBERRIES","ACRES GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","AUDRAIN",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,8
"CENSUS",2022,"COUNTY","MISSOURI","AUDRAIN",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,8
"CENSUS",2022,"COUNTY","MISSOURI","LEWIS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LEWIS",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","LEWIS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","LEWIS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MARION",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MARION",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MARION",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","MARION",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MARION",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","MARION",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","RALLS",NA,"STRAWBERRIES","ACRES BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","RALLS",NA,"STRAWBERRIES","ACRES GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","RALLS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","RALLS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","CLAY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CLAY",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CLAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,6
"CENSUS",2022,"COUNTY","MISSOURI","CLAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,6
"CENSUS",2022,"COUNTY","MISSOURI","CLINTON",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CLINTON",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CLINTON",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CLINTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","CLINTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","CLINTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","DAVIESS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DAVIESS",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DAVIESS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","DAVIESS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","GENTRY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","GENTRY",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","GENTRY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","GENTRY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","PLATTE",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","PLATTE",NA,"STRAWBERRIES","ACRES GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","PLATTE",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","PLATTE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","PLATTE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","PLATTE",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","RAY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","RAY",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","RAY",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","RAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","RAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","RAY",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","BOLLINGER",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","BOLLINGER",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","BOLLINGER",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","BOLLINGER",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","DENT",NA,"STRAWBERRIES","ACRES BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","DENT",NA,"STRAWBERRIES","ACRES GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","DENT",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","DENT",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","DOUGLAS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DOUGLAS",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","DOUGLAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","DOUGLAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","IRON",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","IRON",NA,"STRAWBERRIES","ACRES GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","IRON",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","IRON",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","IRON",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","IRON",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","OREGON",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","OREGON",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","OREGON",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","OREGON",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","TANEY",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","TANEY",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","TANEY",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","TANEY",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,3
"CENSUS",2022,"COUNTY","MISSOURI","TEXAS",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","TEXAS",NA,"STRAWBERRIES","ACRES GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","TEXAS",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","TEXAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","TEXAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,6
"CENSUS",2022,"COUNTY","MISSOURI","TEXAS",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","WEBSTER",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","WEBSTER",NA,"STRAWBERRIES","ACRES NON-BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","WEBSTER",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","WEBSTER",NA,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","WRIGHT",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","WRIGHT",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","WRIGHT",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","WRIGHT",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","CAPE GIRARDEAU",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CAPE GIRARDEAU",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CAPE GIRARDEAU",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","CAPE GIRARDEAU",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","BARTON",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","BARTON",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","BARTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","BARTON",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,5
"CENSUS",2022,"COUNTY","MISSOURI","CHRISTIAN",NA,"STRAWBERRIES","ACRES BEARING",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CHRISTIAN",NA,"STRAWBERRIES","ACRES GROWN",NA,NA
"CENSUS",2022,"COUNTY","MISSOURI","CHRISTIAN",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","CHRISTIAN",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,1
"CENSUS",2022,"COUNTY","MISSOURI","DADE",NA,"STRAWBERRIES","ACRES BEARING",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","DADE",NA,"STRAWBERRIES","ACRES GROWN",NA,2
"CENSUS",2022,"COUNTY","MISSOURI","DADE",NA,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,4
"CENSUS",2022,"COUNTY","MISSOURI","DADE",NA,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,4
