Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Fruit,Category,Item,Metric,Value,CV (%),Use,Name,Code
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,29,999,HERBICIDE,FLUMIOXAZIN,129034
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,HERBICIDE,OXYFLUORFEN,111601
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,28,999,HERBICIDE,PENDIMETHALIN,108501
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,30,999,INSECTICIDE,ABAMECTIN,122804
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,46,999,INSECTICIDE,ACEQUINOCYL,6329
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,43,999,INSECTICIDE,ACETAMIPRID,99050
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,57,999,INSECTICIDE,AZADIRACHTIN,121701
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,BEAUVERIA BASSIANA,128924
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,61,999,INSECTICIDE,BIFENAZATE,586
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,60,999,INSECTICIDE,BIFENTHRIN,128825
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,BT KURSTAK ABTS-1857,1857
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,7,999,INSECTICIDE,BT KURSTAKI ABTS-351,351
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,34,999,INSECTICIDE,BT KURSTAKI SA-11,11
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,CANOLA OIL,11332
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,29,999,INSECTICIDE,CHLORANTRANILIPROLE,90100
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,4
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,16,999,INSECTICIDE,CYANTRANILIPROLE,90098
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,44,999,INSECTICIDE,CYFLUMETOFEN,138831
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,ETOXAZOLE,107091
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,FENBUTATIN-OXIDE,104601
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,47,999,INSECTICIDE,FENPROPATHRIN,127901
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,FENPYROXIMATE,129131
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,73,999,INSECTICIDE,FLONICAMID,128016
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,37,999,INSECTICIDE,FLUPYRADIFURONE,122304
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,55,999,INSECTICIDE,HEXYTHIAZOX,128849
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,15,999,INSECTICIDE,IMIDACLOPRID,129099
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,LAMBDA-CYHALOTHRIN,128897
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,19,999,INSECTICIDE,MALATHION,57701
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,66,999,INSECTICIDE,METHOXYFENOZIDE,121027
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,NALED,34401
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,NEEM OIL,25006
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,"NEEM OIL, CLAR. HYD.",25007
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,56,999,INSECTICIDE,NOVALURON,124002
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,PIPERONYL BUTOXIDE,67501
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,PYRETHRINS,69001
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,(D),999,INSECTICIDE,PYRIDABEN,129105
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,70,999,INSECTICIDE,SPINETORAM,110007
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,27,999,INSECTICIDE,SPINOSAD,110003
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,999,999,999,999,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,33,999,INSECTICIDE,THIAMETHOXAM,60109
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,FUNGICIDE,OXATHIAPIPROLIN,128111
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,FUNGICIDE,PYRIOFENONE,28828
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,FUNGICIDE,ZOXAMIDE,101702
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,HERBICIDE,METSULFURON-METHYL,122010
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,HERBICIDE,PENOXSULAM,119031
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,HERBICIDE,S-METOLACHLOR,108800
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,INSECTICIDE,BETA-CYFLUTHRIN,118831
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,INSECTICIDE,ETHYL 2E;4Z,2
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB,999,999,(D),999,INSECTICIDE,OXAMYL,103801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,FUNGICIDE,OXATHIAPIPROLIN,128111
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,FUNGICIDE,PYRIOFENONE,28828
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,FUNGICIDE,ZOXAMIDE,101702
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,HERBICIDE,METSULFURON-METHYL,122010
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,HERBICIDE,PENOXSULAM,119031
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,HERBICIDE,S-METOLACHLOR,108800
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,INSECTICIDE,BETA-CYFLUTHRIN,118831
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,INSECTICIDE,ETHYL 2E;4Z,2
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,999,(D),999,INSECTICIDE,OXAMYL,103801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,FUNGICIDE,OXATHIAPIPROLIN,128111
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,FUNGICIDE,PYRIOFENONE,28828
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,FUNGICIDE,ZOXAMIDE,101702
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,HERBICIDE,METSULFURON-METHYL,122010
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,HERBICIDE,PENOXSULAM,119031
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,HERBICIDE,S-METOLACHLOR,108800
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,INSECTICIDE,BETA-CYFLUTHRIN,118831
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,INSECTICIDE,ETHYL 2E;4Z,2
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN LB / ACRE / YEAR,AVG,999,(D),999,INSECTICIDE,OXAMYL,103801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,FUNGICIDE,OXATHIAPIPROLIN,128111
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,FUNGICIDE,PYRIOFENONE,28828
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,FUNGICIDE,ZOXAMIDE,101702
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,HERBICIDE,METSULFURON-METHYL,122010
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,HERBICIDE,PENOXSULAM,119031
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,HERBICIDE,S-METOLACHLOR,108800
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,INSECTICIDE,BETA-CYFLUTHRIN,118831
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,INSECTICIDE,ETHYL 2E;4Z,2
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,999,(D),999,INSECTICIDE,OXAMYL,103801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,FUNGICIDE,OXATHIAPIPROLIN,128111
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,FUNGICIDE,PYRIOFENONE,28828
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,FUNGICIDE,ZOXAMIDE,101702
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,HERBICIDE,METSULFURON-METHYL,122010
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,HERBICIDE,PENOXSULAM,119031
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,HERBICIDE,S-METOLACHLOR,108800
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,INSECTICIDE,BETA-CYFLUTHRIN,118831
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,INSECTICIDE,ETHYL 2E;4Z,2
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,999,(D),999,INSECTICIDE,OXAMYL,103801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,100,999,FUNGICIDE,AZOXYSTROBIN,128810
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(NA),999,FUNGICIDE,BACILLUS AMYLOLIQUEFAC F727,727
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,BOSCALID,128008
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,"144,000",999,FUNGICIDE,CAPTAN,81301
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,CHLOROTHALONIL,81901
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,COPPER CHLORIDE HYD.,23501
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,COPPER HYDROXIDE,23401
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,CYFLUFENAMID,555550
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,CYMOXANIL,129106
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,"9,700",999,FUNGICIDE,CYPRODINIL,288202
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,DIFENOCONAZOLE,128847
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,FAMOXADONE,113202
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,FENHEXAMID,90209
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,"6,100",999,FUNGICIDE,FLUDIOXONIL,71503
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,FLUOPYRAM,80302
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,FLUXAPYROXAD,138009
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,FOSETYL-AL,123301
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,IPRODIONE,109801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,ISOFETAMID,270000
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,MANCOZEB,14504
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,MEFENOXAM,113502
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,MONO-POTASSIUM SALT,76416
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,PENTHIOPYRAD,90112
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,PROPICONAZOLE,122101
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,PYDIFLUMETOFEN,90110
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,PYRACLOSTROBIN,99100
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,PYRIMETHANIL,288201
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,SULFUR,77501
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,TETRACONAZOLE,120603
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,THIOPHANATE-METHYL,102001
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,"112,100",999,FUNGICIDE,THIRAM,79801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,FUNGICIDE,TRIFLUMIZOLE,128879
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,HERBICIDE,"2,4-D, DIMETH. SALT",2
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,HERBICIDE,CLETHODIM,121011
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,HERBICIDE,FLUMIOXAZIN,129034
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,HERBICIDE,GLYPHOSATE ISO. SALT,103601
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,HERBICIDE,PARAQUAT,61601
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,100,999,INSECTICIDE,ABAMECTIN,122804
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,500,999,INSECTICIDE,ACETAMIPRID,99050
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,BIFENAZATE,586
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,100,999,INSECTICIDE,BIFENTHRIN,128825
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(NA),999,INSECTICIDE,BT KURSTAKI ABTS-351,351
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,400,999,INSECTICIDE,CHLORANTRANILIPROLE,90100
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,CYANTRANILIPROLE,90098
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,DIAZINON,57801
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,FENPROPATHRIN,127901
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,FLUPYRADIFURONE,122304
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,HEXYTHIAZOX,128849
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,IMIDACLOPRID,129099
SURVEY,2023,YEAR,STATE,FLORIDA,12,999,999,999,999,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,999,(D),999,INSECTICIDE,LAMBDA-CYHALOTHRIN,128897
