Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Fruit,Category,Item,Metric,Value,CV (%),Use,Name,Code
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"5,500",NA,INSECTICIDE,CYFLUMETOFEN,138831
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,DIAZINON,57801
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,ETOXAZOLE,107091
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,FENBUTATIN-OXIDE,104601
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,500",NA,INSECTICIDE,FENPROPATHRIN,127901
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,200,NA,INSECTICIDE,FENPYROXIMATE,129131
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,600",NA,INSECTICIDE,FLONICAMID,128016
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,600",NA,INSECTICIDE,FLUPYRADIFURONE,122304
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,INSECTICIDE,HELICOVERPA ZEA NPV,107300
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,600",NA,INSECTICIDE,HEXYTHIAZOX,128849
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,500",NA,INSECTICIDE,IMIDACLOPRID,129099
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"29,100",NA,INSECTICIDE,MALATHION,57701
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,600",NA,INSECTICIDE,METHOXYFENOZIDE,121027
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,900",NA,INSECTICIDE,NALED,34401
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,100",NA,INSECTICIDE,NEEM OIL,25006
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"5,800",NA,INSECTICIDE,"NEEM OIL, CLAR. HYD.",25007
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,300",NA,INSECTICIDE,NOVALURON,124002
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PETROLEUM DISTILLATE,63503
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PIPERONYL BUTOXIDE,67501
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,POTASSIUM SALTS,79021
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,100,NA,INSECTICIDE,PYRETHRINS,69001
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PYRIDABEN,129105
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PYRIPROXYFEN,129032
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,200",NA,INSECTICIDE,SPINETORAM,110007
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"1,800",NA,INSECTICIDE,SPINOSAD,110003
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,700,NA,INSECTICIDE,SPIROMESIFEN,24875
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,600,NA,INSECTICIDE,THIAMETHOXAM,60109
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.237,NA,FUNGICIDE,AZOXYSTROBIN,128810
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS AMYLOLIQUEFAC F727,727
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS MBI 600,600
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,747
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS PUMILUS,6485
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS SUBTILIS,6479
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,BLAD,30006
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.017,NA,FUNGICIDE,BORAX DECAHYDRATE,11102
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.372,NA,FUNGICIDE,BOSCALID,128008
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,113
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,1.662,NA,FUNGICIDE,CAPTAN,81301
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,COPPER OCTANOATE,23306
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.023,NA,FUNGICIDE,CYFLUFENAMID,555550
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.333,NA,FUNGICIDE,CYPRODINIL,288202
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,DIFENOCONAZOLE,128847
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.627,NA,FUNGICIDE,FENHEXAMID,90209
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.222,NA,FUNGICIDE,FLUDIOXONIL,71503
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.125,NA,FUNGICIDE,FLUOPYRAM,80302
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.174,NA,FUNGICIDE,FLUXAPYROXAD,138009
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,FOSETYL-AL,123301
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,ISOFETAMID,270000
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.483,NA,FUNGICIDE,MEFENOXAM,113502
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,MONO-POTASSIUM SALT,76416
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.105,NA,FUNGICIDE,MYCLOBUTANIL,128857
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.279,NA,FUNGICIDE,PENTHIOPYRAD,90112
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.098,NA,FUNGICIDE,POLYOXIN D ZINC SALT,230000
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,2.152,NA,FUNGICIDE,POTASSIUM BICARBON.,73508
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.113,NA,FUNGICIDE,PROPICONAZOLE,122101
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.179,NA,FUNGICIDE,PYRACLOSTROBIN,99100
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.711,NA,FUNGICIDE,PYRIMETHANIL,288201
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.098,NA,FUNGICIDE,QUINOLINE,55459
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,STREPTOMYCES LYDICUS,6327
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,3.779,NA,FUNGICIDE,SULFUR,77501
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.038,NA,FUNGICIDE,TETRACONAZOLE,120603
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.707,NA,FUNGICIDE,THIOPHANATE-METHYL,102001
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,2.144,NA,FUNGICIDE,THIRAM,79801
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.124,NA,FUNGICIDE,TRIFLOXYSTROBIN,129112
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.251,NA,FUNGICIDE,TRIFLUMIZOLE,128879
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,HERBICIDE,CARFENTRAZONE-ETHYL,128712
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.084,NA,HERBICIDE,FLUMIOXAZIN,129034
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,HERBICIDE,GLYPHOSATE ISO. SALT,103601
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,HERBICIDE,GLYPHOSATE POT. SALT,103613
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,HERBICIDE,NAPROPAMIDE,103001
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.301,NA,HERBICIDE,OXYFLUORFEN,111601
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,HERBICIDE,PARAQUAT,61601
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,1.327,NA,HERBICIDE,PENDIMETHALIN,108501
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.018,NA,INSECTICIDE,ABAMECTIN,122804
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.305,NA,INSECTICIDE,ACEQUINOCYL,6329
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.138,NA,INSECTICIDE,ACETAMIPRID,99050
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.029,NA,INSECTICIDE,AZADIRACHTIN,121701
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BEAUVERIA BASSIANA,128924
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.505,NA,INSECTICIDE,BIFENAZATE,586
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.123,NA,INSECTICIDE,BIFENTHRIN,128825
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BT KURSTAK ABTS-1857,1857
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BT KURSTAKI ABTS-351,351
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BT KURSTAKI EG7841,7841
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BT KURSTAKI SA-11,11
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BT SUB AIZAWAI GC-91,91
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,BUPROFEZIN,275100
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,396
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,CANOLA OIL,11332
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.066,NA,INSECTICIDE,CHLORANTRANILIPROLE,90100
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,4
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.109,NA,INSECTICIDE,CYANTRANILIPROLE,90098
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.178,NA,INSECTICIDE,CYFLUMETOFEN,138831
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,DIAZINON,57801
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,ETOXAZOLE,107091
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,FENBUTATIN-OXIDE,104601
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.233,NA,INSECTICIDE,FENPROPATHRIN,127901
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.106,NA,INSECTICIDE,FENPYROXIMATE,129131
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.088,NA,INSECTICIDE,FLONICAMID,128016
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.18,NA,INSECTICIDE,FLUPYRADIFURONE,122304
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,INSECTICIDE,HELICOVERPA ZEA NPV,107300
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.218,NA,INSECTICIDE,HEXYTHIAZOX,128849
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.513,NA,INSECTICIDE,IMIDACLOPRID,129099
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,2.027,NA,INSECTICIDE,MALATHION,57701
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.169,NA,INSECTICIDE,METHOXYFENOZIDE,121027
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.907,NA,INSECTICIDE,NALED,34401
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.779,NA,INSECTICIDE,NEEM OIL,25006
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,2.222,NA,INSECTICIDE,"NEEM OIL, CLAR. HYD.",25007
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.077,NA,INSECTICIDE,NOVALURON,124002
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,PETROLEUM DISTILLATE,63503
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,PIPERONYL BUTOXIDE,67501
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,POTASSIUM SALTS,79021
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.041,NA,INSECTICIDE,PYRETHRINS,69001
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,PYRIDABEN,129105
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,INSECTICIDE,PYRIPROXYFEN,129032
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.076,NA,INSECTICIDE,SPINETORAM,110007
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.095,NA,INSECTICIDE,SPINOSAD,110003
SURVEY,2021,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.252,NA,INSECTICIDE,SPIROMESIFEN,24875
