Program,Year,Period,Week_Ending,Geo_Level,State,State_ANSI,Region,Commodity,Data_Item,Domain,Domain_Category,Value
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,8
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,16
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,7
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,7
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,10
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,8
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,15
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,9
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,16
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,16
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,6
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,6
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,17
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,7
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,41
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,72
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,31
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,6
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,7
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,8
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,6
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,30
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,28
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,28
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,14
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,9
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,7
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,14
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,16
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,14
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,14
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,7
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,21
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,10
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,34
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,36
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,32
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,23
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,23
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,23
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,43
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,43
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,8
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,9
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,13
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,20
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,25
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,6
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,12
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,12
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,11
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,22
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,11
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),963
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),236
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),535
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),666
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),244
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),210
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),547
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),315
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),161
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),146
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),131
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),510
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),146
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),161
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),147
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),131
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),514
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),146
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),4
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),562
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),17
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),43
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),22
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),200
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),16
CENSUS,2022,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,STATE,ALABAMA,01,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,162
CENSUS,2022,YEAR,NA,STATE,ALABAMA,01,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,171
CENSUS,2022,YEAR,NA,STATE,ALABAMA,01,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,9
CENSUS,2022,YEAR,NA,STATE,ALABAMA,01,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,107
CENSUS,2022,YEAR,NA,STATE,ALABAMA,01,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,119
CENSUS,2022,YEAR,NA,STATE,ALABAMA,01,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,18
CENSUS,2022,YEAR,NA,STATE,ALASKA,02,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,11
CENSUS,2022,YEAR,NA,STATE,ALASKA,02,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,14
CENSUS,2022,YEAR,NA,STATE,ALASKA,02,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,STATE,ALASKA,02,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,45
CENSUS,2022,YEAR,NA,STATE,ALASKA,02,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,50
CENSUS,2022,YEAR,NA,STATE,ALASKA,02,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,8
CENSUS,2022,YEAR,NA,STATE,ARIZONA,04,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,3
CENSUS,2022,YEAR,NA,STATE,ARIZONA,04,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,4
CENSUS,2022,YEAR,NA,STATE,ARIZONA,04,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,1
CENSUS,2022,YEAR,NA,STATE,ARIZONA,04,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,16
CENSUS,2022,YEAR,NA,STATE,ARIZONA,04,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,24
